MT072688_1	Nepal
hCoV-19_England_20139005304_2020_EPI_ISL_421856	England
hCoV-19_England_20139006604_2020_EPI_ISL_421857	England
hCoV-19_England_20139007004_2020_EPI_ISL_421858	England
hCoV-19_England_20139007104_2020_EPI_ISL_420658	England
hCoV-19_England_20139007204_2020_EPI_ISL_421859	England
hCoV-19_England_20139007404_2020_EPI_ISL_420659	England
hCoV-19_England_20139007504_2020_EPI_ISL_421860	England
hCoV-19_England_20139007604_2020_EPI_ISL_421861	England
hCoV-19_England_20139008204_2020_EPI_ISL_421862	England
hCoV-19_England_20139008304_2020_EPI_ISL_421863	England
hCoV-19_England_20139008404_2020_EPI_ISL_421864	England
hCoV-19_England_20139008704_2020_EPI_ISL_421865	England
hCoV-19_England_20139009004_2020_EPI_ISL_421866	England
hCoV-19_England_20139009204_2020_EPI_ISL_421867	England
hCoV-19_England_20139009504_2020_EPI_ISL_421868	England
hCoV-19_England_20139009604_2020_EPI_ISL_421869	England
hCoV-19_England_20139009704_2020_EPI_ISL_421870	England
hCoV-19_England_20139010404_2020_EPI_ISL_421871	England
hCoV-19_England_20139010504_2020_EPI_ISL_421872	England
hCoV-19_England_20139010604_2020_EPI_ISL_421873	England
hCoV-19_England_20139010804_2020_EPI_ISL_421874	England
hCoV-19_England_20139010904_2020_EPI_ISL_420660	England
hCoV-19_England_20139011304_2020_EPI_ISL_421875	England
hCoV-19_England_20139013004_2020_EPI_ISL_421876	England
hCoV-19_England_20139013406_2020_EPI_ISL_420661	England
hCoV-19_England_20139013706_2020_EPI_ISL_420662	England
hCoV-19_England_20139014404_2020_EPI_ISL_421877	England
hCoV-19_England_20139014504_2020_EPI_ISL_421878	England
hCoV-19_England_20139018202_2020_EPI_ISL_420523	England
hCoV-19_England_20139018302_2020_EPI_ISL_420524	England
hCoV-19_England_20139019902_2020_EPI_ISL_420525	England
hCoV-19_England_20139020106_2020_EPI_ISL_420663	England
hCoV-19_England_20139020204_2020_EPI_ISL_421879	England
hCoV-19_England_20139020506_2020_EPI_ISL_420664	England
hCoV-19_England_20139021104_2020_EPI_ISL_421880	England
hCoV-19_England_20139021304_2020_EPI_ISL_421881	England
hCoV-19_England_20139021604_2020_EPI_ISL_421882	England
hCoV-19_England_20139022004_2020_EPI_ISL_421883	England
hCoV-19_England_20139022204_2020_EPI_ISL_421884	England
hCoV-19_England_20139022504_2020_EPI_ISL_421885	England
hCoV-19_England_20139022704_2020_EPI_ISL_421886	England
hCoV-19_England_20139023504_2020_EPI_ISL_421887	England
hCoV-19_England_20139023604_2020_EPI_ISL_421888	England
hCoV-19_England_20139023804_2020_EPI_ISL_421889	England
hCoV-19_England_20139024004_2020_EPI_ISL_421890	England
hCoV-19_England_20139024204_2020_EPI_ISL_421891	England
hCoV-19_England_20139024304_2020_EPI_ISL_421892	England
hCoV-19_England_20139024404_2020_EPI_ISL_422436	England
hCoV-19_England_20139024604_2020_EPI_ISL_421893	England
hCoV-19_England_20139024804_2020_EPI_ISL_421894	England
hCoV-19_England_20139024904_2020_EPI_ISL_421895	England
hCoV-19_England_20139025404_2020_EPI_ISL_421896	England
hCoV-19_England_20139025504_2020_EPI_ISL_421897	England
hCoV-19_England_20139026304_2020_EPI_ISL_421898	England
hCoV-19_England_20139026904_2020_EPI_ISL_421899	England
hCoV-19_England_20139027004_2020_EPI_ISL_421900	England
hCoV-19_England_20139027104_2020_EPI_ISL_421901	England
hCoV-19_England_20139027204_2020_EPI_ISL_421902	England
hCoV-19_England_20139027304_2020_EPI_ISL_421903	England
hCoV-19_England_20139027404_2020_EPI_ISL_421904	England
hCoV-19_England_20139027604_2020_EPI_ISL_421905	England
hCoV-19_England_20139027704_2020_EPI_ISL_421906	England
hCoV-19_England_20139027904_2020_EPI_ISL_421907	England
hCoV-19_England_20139028904_2020_EPI_ISL_421908	England
hCoV-19_England_20139029104_2020_EPI_ISL_421909	England
hCoV-19_England_20139029304_2020_EPI_ISL_421910	England
hCoV-19_England_20139029404_2020_EPI_ISL_421911	England
hCoV-19_England_20139029904_2020_EPI_ISL_420665	England
hCoV-19_England_20139030004_2020_EPI_ISL_420666	England
hCoV-19_England_20139030304_2020_EPI_ISL_420667	England
hCoV-19_England_20139030404_2020_EPI_ISL_421912	England
hCoV-19_England_20139030704_2020_EPI_ISL_421913	England
hCoV-19_England_20139031404_2020_EPI_ISL_421914	England
hCoV-19_England_20139031504_2020_EPI_ISL_421915	England
hCoV-19_England_20139031804_2020_EPI_ISL_421916	England
hCoV-19_England_20139032004_2020_EPI_ISL_421917	England
hCoV-19_England_20139032404_2020_EPI_ISL_421918	England
hCoV-19_England_20139033004_2020_EPI_ISL_421919	England
hCoV-19_England_20139033304_2020_EPI_ISL_421920	England
hCoV-19_England_20139033404_2020_EPI_ISL_421921	England
hCoV-19_England_20139035104_2020_EPI_ISL_420668	England
hCoV-19_England_20139035504_2020_EPI_ISL_420669	England
hCoV-19_England_20139036104_2020_EPI_ISL_421922	England
hCoV-19_England_20139036504_2020_EPI_ISL_421923	England
hCoV-19_England_20139037504_2020_EPI_ISL_420670	England
hCoV-19_England_20139038004_2020_EPI_ISL_420671	England
hCoV-19_England_20139038104_2020_EPI_ISL_420672	England
hCoV-19_England_20139039504_2020_EPI_ISL_420673	England
hCoV-19_England_20139042404_2020_EPI_ISL_420674	England
hCoV-19_England_20139042704_2020_EPI_ISL_420675	England
hCoV-19_England_20139042804_2020_EPI_ISL_420676	England
hCoV-19_England_20139042904_2020_EPI_ISL_420677	England
hCoV-19_England_20139043404_2020_EPI_ISL_420678	England
hCoV-19_England_20139043604_2020_EPI_ISL_420679	England
hCoV-19_England_20139044104_2020_EPI_ISL_420680	England
hCoV-19_England_20139044304_2020_EPI_ISL_420681	England
hCoV-19_England_20139044404_2020_EPI_ISL_420682	England
hCoV-19_England_20139044504_2020_EPI_ISL_420683	England
hCoV-19_England_20139045004_2020_EPI_ISL_420684	England
hCoV-19_England_20139045504_2020_EPI_ISL_420685	England
hCoV-19_England_20139045804_2020_EPI_ISL_420686	England
hCoV-19_England_20139045904_2020_EPI_ISL_420687	England
hCoV-19_England_20139046504_2020_EPI_ISL_420688	England
hCoV-19_England_20139046604_2020_EPI_ISL_420689	England
hCoV-19_England_20139046704_2020_EPI_ISL_420690	England
hCoV-19_England_20139046804_2020_EPI_ISL_420691	England
hCoV-19_England_20139047104_2020_EPI_ISL_420692	England
hCoV-19_England_20139047404_2020_EPI_ISL_420693	England
hCoV-19_England_20139047504_2020_EPI_ISL_420694	England
hCoV-19_England_20139047604_2020_EPI_ISL_420695	England
hCoV-19_England_20139047704_2020_EPI_ISL_420696	England
hCoV-19_England_20139047804_2020_EPI_ISL_420697	England
hCoV-19_England_20139048804_2020_EPI_ISL_420698	England
hCoV-19_England_20139050802_2020_EPI_ISL_420526	England
hCoV-19_England_20139050804_2020_EPI_ISL_420699	England
hCoV-19_England_20139051002_2020_EPI_ISL_420527	England
hCoV-19_England_20139051004_2020_EPI_ISL_420700	England
hCoV-19_England_20139051302_2020_EPI_ISL_420528	England
hCoV-19_England_20139051304_2020_EPI_ISL_420701	England
hCoV-19_England_20139051702_2020_EPI_ISL_420529	England
hCoV-19_England_20139051704_2020_EPI_ISL_420702	England
hCoV-19_England_20139052002_2020_EPI_ISL_420530	England
hCoV-19_England_20139052004_2020_EPI_ISL_420703	England
hCoV-19_England_20139052704_2020_EPI_ISL_420704	England
hCoV-19_England_20139052904_2020_EPI_ISL_420705	England
hCoV-19_England_20139053004_2020_EPI_ISL_420706	England
hCoV-19_England_20139053304_2020_EPI_ISL_420707	England
hCoV-19_England_20139053504_2020_EPI_ISL_420708	England
hCoV-19_England_20139053804_2020_EPI_ISL_420709	England
hCoV-19_England_20139054004_2020_EPI_ISL_420710	England
hCoV-19_England_20139054504_2020_EPI_ISL_420711	England
hCoV-19_England_20139054704_2020_EPI_ISL_420712	England
hCoV-19_England_20139054904_2020_EPI_ISL_420713	England
hCoV-19_England_20139055204_2020_EPI_ISL_420714	England
hCoV-19_England_20139055304_2020_EPI_ISL_420715	England
hCoV-19_England_20139056904_2020_EPI_ISL_420716	England
hCoV-19_England_20139057004_2020_EPI_ISL_420717	England
hCoV-19_England_20139057204_2020_EPI_ISL_420718	England
hCoV-19_England_20139057404_2020_EPI_ISL_420719	England
hCoV-19_England_20139057504_2020_EPI_ISL_420720	England
hCoV-19_England_20139057604_2020_EPI_ISL_420721	England
hCoV-19_England_20139057704_2020_EPI_ISL_420722	England
hCoV-19_England_20139058104_2020_EPI_ISL_420723	England
hCoV-19_England_20139058304_2020_EPI_ISL_420724	England
hCoV-19_England_20139058404_2020_EPI_ISL_420725	England
hCoV-19_England_20139058604_2020_EPI_ISL_420726	England
hCoV-19_England_20139059004_2020_EPI_ISL_420727	England
hCoV-19_England_20139059504_2020_EPI_ISL_420728	England
hCoV-19_England_20139059804_2020_EPI_ISL_420729	England
hCoV-19_England_20139059904_2020_EPI_ISL_420730	England
hCoV-19_England_20139060004_2020_EPI_ISL_420731	England
hCoV-19_England_20139060404_2020_EPI_ISL_420732	England
hCoV-19_England_20139060504_2020_EPI_ISL_420733	England
hCoV-19_England_20139060804_2020_EPI_ISL_420734	England
hCoV-19_England_20139061104_2020_EPI_ISL_420735	England
hCoV-19_England_20139061704_2020_EPI_ISL_420736	England
hCoV-19_England_20139061804_2020_EPI_ISL_420737	England
hCoV-19_England_20139062104_2020_EPI_ISL_420738	England
hCoV-19_England_20139062204_2020_EPI_ISL_420739	England
hCoV-19_England_20139062304_2020_EPI_ISL_420740	England
hCoV-19_England_20139062504_2020_EPI_ISL_420741	England
hCoV-19_England_20139062704_2020_EPI_ISL_420742	England
hCoV-19_England_20139062804_2020_EPI_ISL_420743	England
hCoV-19_England_20139063204_2020_EPI_ISL_420744	England
hCoV-19_England_20139063504_2020_EPI_ISL_420745	England
hCoV-19_England_20139063604_2020_EPI_ISL_420746	England
hCoV-19_England_20139063704_2020_EPI_ISL_420747	England
hCoV-19_England_20139063804_2020_EPI_ISL_420748	England
hCoV-19_England_20140007202_2020_EPI_ISL_421924	England
hCoV-19_England_20140007302_2020_EPI_ISL_421925	England
hCoV-19_England_20140007702_2020_EPI_ISL_421926	England
hCoV-19_England_20140007802_2020_EPI_ISL_421927	England
hCoV-19_England_20140008102_2020_EPI_ISL_421928	England
hCoV-19_England_20140008402_2020_EPI_ISL_421929	England
hCoV-19_England_20140037504_2020_EPI_ISL_420749	England
hCoV-19_England_20140038604_2020_EPI_ISL_420750	England
hCoV-19_England_20140038704_2020_EPI_ISL_420751	England
hCoV-19_England_20140039004_2020_EPI_ISL_420752	England
hCoV-19_England_20140039104_2020_EPI_ISL_420753	England
hCoV-19_England_20140039204_2020_EPI_ISL_420754	England
hCoV-19_England_20140039304_2020_EPI_ISL_420755	England
hCoV-19_England_20140039404_2020_EPI_ISL_420756	England
hCoV-19_England_20140039504_2020_EPI_ISL_420757	England
hCoV-19_England_20140039604_2020_EPI_ISL_420758	England
hCoV-19_England_20140042004_2020_EPI_ISL_420759	England
hCoV-19_England_20140048104_2020_EPI_ISL_420760	England
hCoV-19_England_20140048704_2020_EPI_ISL_420761	England
hCoV-19_England_20140048804_2020_EPI_ISL_420762	England
hCoV-19_England_20140048904_2020_EPI_ISL_420763	England
hCoV-19_England_20140050604_2020_EPI_ISL_420764	England
hCoV-19_England_20142022504_2020_EPI_ISL_420765	England
hCoV-19_England_20142060404_2020_EPI_ISL_420766	England
hCoV-19_England_20142060804_2020_EPI_ISL_420767	England
hCoV-19_England_20142060904_2020_EPI_ISL_420768	England
hCoV-19_England_20142061004_2020_EPI_ISL_420769	England
hCoV-19_England_20142061304_2020_EPI_ISL_420770	England
hCoV-19_England_20142061404_2020_EPI_ISL_420771	England
hCoV-19_England_20142061804_2020_EPI_ISL_420772	England
hCoV-19_England_20142062204_2020_EPI_ISL_420773	England
hCoV-19_England_20142062604_2020_EPI_ISL_420774	England
hCoV-19_England_20142062904_2020_EPI_ISL_420775	England
hCoV-19_England_20142063004_2020_EPI_ISL_420776	England
hCoV-19_England_20142063404_2020_EPI_ISL_420777	England
hCoV-19_England_20144012204_2020_EPI_ISL_421930	England
hCoV-19_England_20144012904_2020_EPI_ISL_421931	England
hCoV-19_England_20144013504_2020_EPI_ISL_421932	England
hCoV-19_England_20144013904_2020_EPI_ISL_421933	England
hCoV-19_England_20144014004_2020_EPI_ISL_421934	England
hCoV-19_England_20144014604_2020_EPI_ISL_421935	England
hCoV-19_England_20144014704_2020_EPI_ISL_421936	England
hCoV-19_England_20144016604_2020_EPI_ISL_421937	England
hCoV-19_England_20144018204_2020_EPI_ISL_421938	England
hCoV-19_England_20144018704_2020_EPI_ISL_421939	England
hCoV-19_England_20144019304_2020_EPI_ISL_421940	England
hCoV-19_England_20144019904_2020_EPI_ISL_421941	England
hCoV-19_England_20144020004_2020_EPI_ISL_421942	England
hCoV-19_England_20144035104_2020_EPI_ISL_421943	England
hCoV-19_England_20144035204_2020_EPI_ISL_421944	England
hCoV-19_England_20144035904_2020_EPI_ISL_421945	England
hCoV-19_England_20144037304_2020_EPI_ISL_421946	England
hCoV-19_England_20144038204_2020_EPI_ISL_421947	England
hCoV-19_England_20144049404_2020_EPI_ISL_421948	England
hCoV-19_England_20144049604_2020_EPI_ISL_421949	England
hCoV-19_England_20144049704_2020_EPI_ISL_421951	England
hCoV-19_England_20144051704_2020_EPI_ISL_421952	England
hCoV-19_England_20144052104_2020_EPI_ISL_421953	England
hCoV-19_England_20144063604_2020_EPI_ISL_421954	England
hCoV-19_England_20144064402_2020_EPI_ISL_421955	England
hCoV-19_England_20144065604_2020_EPI_ISL_421956	England
hCoV-19_England_20144067504_2020_EPI_ISL_421957	England
hCoV-19_England_20144071004_2020_EPI_ISL_421958	England
hCoV-19_England_20144071404_2020_EPI_ISL_421959	England
hCoV-19_England_20144071604_2020_EPI_ISL_421960	England
hCoV-19_England_20144071804_2020_EPI_ISL_421961	England
hCoV-19_England_20144072804_2020_EPI_ISL_421962	England
hCoV-19_England_20144074804_2020_EPI_ISL_421963	England
hCoV-19_England_20144076304_2020_EPI_ISL_421964	England
hCoV-19_England_20146004504_2020_EPI_ISL_421965	England
hCoV-19_England_20146004904_2020_EPI_ISL_421966	England
hCoV-19_England_20146005204_2020_EPI_ISL_421967	England
hCoV-19_England_20146005304_2020_EPI_ISL_421968	England
hCoV-19_England_20146005704_2020_EPI_ISL_421969	England
hCoV-19_England_20146006604_2020_EPI_ISL_421970	England
hCoV-19_England_20146006704_2020_EPI_ISL_421971	England
hCoV-19_England_20146006904_2020_EPI_ISL_421972	England
hCoV-19_England_20146007404_2020_EPI_ISL_421973	England
hCoV-19_England_20146008104_2020_EPI_ISL_421974	England
hCoV-19_England_20146008204_2020_EPI_ISL_421975	England
hCoV-19_England_20146009204_2020_EPI_ISL_421976	England
hCoV-19_England_20146011604_2020_EPI_ISL_421977	England
hCoV-19_England_20146011804_2020_EPI_ISL_421978	England
hCoV-19_England_20146011904_2020_EPI_ISL_421979	England
hCoV-19_England_20146012604_2020_EPI_ISL_421980	England
hCoV-19_England_20146019004_2020_EPI_ISL_421981	England
hCoV-19_England_20146019704_2020_EPI_ISL_421982	England
hCoV-19_England_20146021404_2020_EPI_ISL_421983	England
hCoV-19_England_20146025504_2020_EPI_ISL_421984	England
hCoV-19_England_20146049204_2020_EPI_ISL_421985	England
hCoV-19_England_20146061504_2020_EPI_ISL_421986	England
hCoV-19_England_20146061904_2020_EPI_ISL_421987	England
hCoV-19_England_20146062104_2020_EPI_ISL_421988	England
hCoV-19_England_20146062504_2020_EPI_ISL_421989	England
hCoV-19_England_20146062604_2020_EPI_ISL_421990	England
hCoV-19_England_20146062804_2020_EPI_ISL_421991	England
hCoV-19_England_20146063404_2020_EPI_ISL_421992	England
hCoV-19_England_20146064104_2020_EPI_ISL_421993	England
hCoV-19_England_20146064304_2020_EPI_ISL_421994	England
hCoV-19_England_20146064504_2020_EPI_ISL_421995	England
hCoV-19_England_20146064604_2020_EPI_ISL_421996	England
hCoV-19_England_20146069704_2020_EPI_ISL_421997	England
hCoV-19_England_20148002404_2020_EPI_ISL_421998	England
hCoV-19_England_20148003404_2020_EPI_ISL_421999	England
hCoV-19_England_20148003904_2020_EPI_ISL_422000	England
hCoV-19_England_20148004904_2020_EPI_ISL_422001	England
hCoV-19_England_20148006104_2020_EPI_ISL_422002	England
hCoV-19_England_20148006304_2020_EPI_ISL_422003	England
hCoV-19_England_20148006504_2020_EPI_ISL_422004	England
hCoV-19_England_20148006804_2020_EPI_ISL_422005	England
hCoV-19_England_20148006904_2020_EPI_ISL_422006	England
hCoV-19_England_20148007004_2020_EPI_ISL_422007	England
hCoV-19_England_20148026504_2020_EPI_ISL_422008	England
hCoV-19_England_20148039404_2020_EPI_ISL_422009	England
hCoV-19_England_20148041604_2020_EPI_ISL_422010	England
hCoV-19_England_20148046704_2020_EPI_ISL_422011	England
hCoV-19_England_20148048004_2020_EPI_ISL_422012	England
hCoV-19_England_SHEF-BFCB1_2020_EPI_ISL_416730	England
hCoV-19_England_SHEF-BFCC0_2020_EPI_ISL_416731	England
hCoV-19_England_SHEF-BFCDF_2020_EPI_ISL_416732	England
hCoV-19_England_SHEF-BFCEE_2020_EPI_ISL_416733	England
hCoV-19_England_SHEF-BFCFD_2020_EPI_ISL_416734	England
hCoV-19_England_SHEF-BFD09_2020_EPI_ISL_416735	England
hCoV-19_England_SHEF-BFD18_2020_EPI_ISL_416736	England
hCoV-19_England_SHEF-BFD27_2020_EPI_ISL_416737	England
hCoV-19_England_SHEF-BFD36_2020_EPI_ISL_416738	England
hCoV-19_England_SHEF-BFD45_2020_EPI_ISL_416739	England
hCoV-19_England_SHEF-BFD54_2020_EPI_ISL_416740	England
hCoV-19_England_SHEF-BFD63_2020_EPI_ISL_418286	England
hCoV-19_England_SHEF-BFD72_2020_EPI_ISL_418287	England
hCoV-19_England_SHEF-BFD81_2020_EPI_ISL_418288	England
hCoV-19_England_SHEF-BFDAF_2020_EPI_ISL_418289	England
hCoV-19_England_SHEF-BFDBE_2020_EPI_ISL_418290	England
hCoV-19_England_SHEF-BFDCD_2020_EPI_ISL_418291	England
hCoV-19_England_SHEF-BFDDC_2020_EPI_ISL_418292	England
hCoV-19_England_SHEF-BFDEB_2020_EPI_ISL_418293	England
hCoV-19_England_SHEF-BFDFA_2020_EPI_ISL_418294	England
hCoV-19_England_SHEF-BFE06_2020_EPI_ISL_418295	England
hCoV-19_England_SHEF-BFE15_2020_EPI_ISL_418296	England
hCoV-19_England_SHEF-BFE24_2020_EPI_ISL_418297	England
hCoV-19_England_SHEF-BFE33_2020_EPI_ISL_418298	England
hCoV-19_England_SHEF-BFE42_2020_EPI_ISL_418299	England
hCoV-19_England_SHEF-BFE51_2020_EPI_ISL_418300	England
hCoV-19_England_SHEF-BFE60_2020_EPI_ISL_418301	England
hCoV-19_England_SHEF-BFE9D_2020_EPI_ISL_418302	England
hCoV-19_England_SHEF-BFEAC_2020_EPI_ISL_418303	England
hCoV-19_England_SHEF-BFEBB_2020_EPI_ISL_418304	England
hCoV-19_England_SHEF-BFED9_2020_EPI_ISL_418305	England
hCoV-19_England_SHEF-BFEE8_2020_EPI_ISL_418306	England
hCoV-19_England_SHEF-BFF03_2020_EPI_ISL_418307	England
hCoV-19_England_SHEF-BFF12_2020_EPI_ISL_418308	England
hCoV-19_England_SHEF-BFF21_2020_EPI_ISL_418309	England
hCoV-19_England_SHEF-BFF30_2020_EPI_ISL_418310	England
hCoV-19_England_SHEF-BFF4F_2020_EPI_ISL_418311	England
hCoV-19_England_SHEF-BFF5E_2020_EPI_ISL_418312	England
hCoV-19_England_SHEF-BFF6D_2020_EPI_ISL_418313	England
hCoV-19_England_SHEF-BFF7C_2020_EPI_ISL_418314	England
hCoV-19_England_SHEF-BFF8B_2020_EPI_ISL_418315	England
hCoV-19_England_SHEF-BFF9A_2020_EPI_ISL_418316	England
hCoV-19_England_SHEF-BFFA9_2020_EPI_ISL_418317	England
hCoV-19_England_SHEF-BFFB8_2020_EPI_ISL_418318	England
hCoV-19_England_SHEF-BFFC7_2020_EPI_ISL_418319	England
hCoV-19_England_SHEF-BFFD6_2020_EPI_ISL_418320	England
hCoV-19_England_SHEF-BFFE5_2020_EPI_ISL_418321	England
hCoV-19_England_SHEF-BFFF4_2020_EPI_ISL_420281	England
hCoV-19_England_SHEF-C000C_2020_EPI_ISL_420273	England
hCoV-19_England_SHEF-C001B_2020_EPI_ISL_420283	England
hCoV-19_England_SHEF-C002A_2020_EPI_ISL_420272	England
hCoV-19_England_SHEF-C0039_2020_EPI_ISL_420275	England
hCoV-19_England_SHEF-C0048_2020_EPI_ISL_420287	England
hCoV-19_England_SHEF-C0057_2020_EPI_ISL_420266	England
hCoV-19_England_SHEF-C0066_2020_EPI_ISL_420277	England
hCoV-19_England_SHEF-C0075_2020_EPI_ISL_420271	England
hCoV-19_England_SHEF-C0084_2020_EPI_ISL_420240	England
hCoV-19_England_SHEF-C0093_2020_EPI_ISL_420268	England
hCoV-19_England_SHEF-C00A2_2020_EPI_ISL_420286	England
hCoV-19_England_SHEF-C00B1_2020_EPI_ISL_420276	England
hCoV-19_England_SHEF-C00C0_2020_EPI_ISL_420291	England
hCoV-19_England_SHEF-C00DF_2020_EPI_ISL_420267	England
hCoV-19_England_SHEF-C00EE_2020_EPI_ISL_420274	England
hCoV-19_England_SHEF-C00FD_2020_EPI_ISL_420288	England
hCoV-19_England_SHEF-C0109_2020_EPI_ISL_420290	England
hCoV-19_England_SHEF-C0118_2020_EPI_ISL_420258	England
hCoV-19_England_SHEF-C0127_2020_EPI_ISL_420228	England
hCoV-19_England_SHEF-C0145_2020_EPI_ISL_420230	England
hCoV-19_England_SHEF-C0154_2020_EPI_ISL_420226	England
hCoV-19_England_SHEF-C0163_2020_EPI_ISL_420255	England
hCoV-19_England_SHEF-C0172_2020_EPI_ISL_420259	England
hCoV-19_England_SHEF-C0181_2020_EPI_ISL_420260	England
hCoV-19_England_SHEF-C0190_2020_EPI_ISL_420257	England
hCoV-19_England_SHEF-C01AF_2020_EPI_ISL_420252	England
hCoV-19_England_SHEF-C01BE_2020_EPI_ISL_420253	England
hCoV-19_England_SHEF-C01CD_2020_EPI_ISL_420229	England
hCoV-19_England_SHEF-C01DC_2020_EPI_ISL_420256	England
hCoV-19_England_SHEF-C01EB_2020_EPI_ISL_420254	England
hCoV-19_England_SHEF-C01FA_2020_EPI_ISL_420227	England
hCoV-19_England_SHEF-C0206_2020_EPI_ISL_420198	England
hCoV-19_England_SHEF-C0215_2020_EPI_ISL_420204	England
hCoV-19_England_SHEF-C0224_2020_EPI_ISL_420211	England
hCoV-19_England_SHEF-C0233_2020_EPI_ISL_420199	England
hCoV-19_England_SHEF-C0242_2020_EPI_ISL_420187	England
hCoV-19_England_SHEF-C0251_2020_EPI_ISL_420196	England
hCoV-19_England_SHEF-C0260_2020_EPI_ISL_420191	England
hCoV-19_England_SHEF-C027F_2020_EPI_ISL_420209	England
hCoV-19_England_SHEF-C028E_2020_EPI_ISL_420194	England
hCoV-19_England_SHEF-C029D_2020_EPI_ISL_420182	England
hCoV-19_England_SHEF-C02AC_2020_EPI_ISL_420208	England
hCoV-19_England_SHEF-C02BB_2020_EPI_ISL_420192	England
hCoV-19_England_SHEF-C02CA_2020_EPI_ISL_420180	England
hCoV-19_England_SHEF-C02D9_2020_EPI_ISL_420218	England
hCoV-19_England_SHEF-C02E8_2020_EPI_ISL_420207	England
hCoV-19_England_SHEF-C02F7_2020_EPI_ISL_420222	England
hCoV-19_England_SHEF-C0303_2020_EPI_ISL_420183	England
hCoV-19_England_SHEF-C0312_2020_EPI_ISL_420216	England
hCoV-19_England_SHEF-C0321_2020_EPI_ISL_420181	England
hCoV-19_England_SHEF-C0330_2020_EPI_ISL_420214	England
hCoV-19_England_SHEF-C034F_2020_EPI_ISL_420205	England
hCoV-19_England_SHEF-C035E_2020_EPI_ISL_420220	England
hCoV-19_England_SHEF-C036D_2020_EPI_ISL_420206	England
hCoV-19_England_SHEF-C037C_2020_EPI_ISL_420219	England
hCoV-19_England_SHEF-C038B_2020_EPI_ISL_420185	England
hCoV-19_England_SHEF-C039A_2020_EPI_ISL_420195	England
hCoV-19_England_SHEF-C03B8_2020_EPI_ISL_420197	England
hCoV-19_England_SHEF-C03C7_2020_EPI_ISL_420184	England
hCoV-19_England_SHEF-C03D6_2020_EPI_ISL_420212	England
hCoV-19_England_SHEF-C03E5_2020_EPI_ISL_420221	England
hCoV-19_England_SHEF-C03F4_2020_EPI_ISL_420190	England
hCoV-19_England_SHEF-C0400_2020_EPI_ISL_420188	England
hCoV-19_England_SHEF-C041F_2020_EPI_ISL_420210	England
hCoV-19_England_SHEF-C042E_2020_EPI_ISL_420179	England
hCoV-19_England_SHEF-C043D_2020_EPI_ISL_420217	England
hCoV-19_England_SHEF-C044C_2020_EPI_ISL_420193	England
hCoV-19_England_SHEF-C045B_2020_EPI_ISL_420203	England
hCoV-19_England_SHEF-C046A_2020_EPI_ISL_420215	England
hCoV-19_England_SHEF-C0479_2020_EPI_ISL_420186	England
hCoV-19_England_SHEF-C0488_2020_EPI_ISL_420201	England
hCoV-19_England_SHEF-C0497_2020_EPI_ISL_420189	England
hCoV-19_England_SHEF-C04A6_2020_EPI_ISL_420178	England
hCoV-19_England_SHEF-C04B5_2020_EPI_ISL_420202	England
hCoV-19_England_SHEF-C04C4_2020_EPI_ISL_420200	England
hCoV-19_England_SHEF-C04D3_2020_EPI_ISL_420213	England
hCoV-19_England_SHEF-C04E2_2020_EPI_ISL_420263	England
hCoV-19_England_SHEF-C04F1_2020_EPI_ISL_420269	England
hCoV-19_England_SHEF-C050D_2020_EPI_ISL_420233	England
hCoV-19_England_SHEF-C051C_2020_EPI_ISL_420238	England
hCoV-19_England_SHEF-C052B_2020_EPI_ISL_420225	England
hCoV-19_England_SHEF-C053A_2020_EPI_ISL_420235	England
hCoV-19_England_SHEF-C0549_2020_EPI_ISL_420249	England
hCoV-19_England_SHEF-C0567_2020_EPI_ISL_420234	England
hCoV-19_England_SHEF-C0576_2020_EPI_ISL_420284	England
hCoV-19_England_SHEF-C0585_2020_EPI_ISL_420247	England
hCoV-19_England_SHEF-C0594_2020_EPI_ISL_420224	England
hCoV-19_England_SHEF-C05A3_2020_EPI_ISL_420279	England
hCoV-19_England_SHEF-C05B2_2020_EPI_ISL_420244	England
hCoV-19_England_SHEF-C05C1_2020_EPI_ISL_420282	England
hCoV-19_England_SHEF-C05D0_2020_EPI_ISL_420246	England
hCoV-19_England_SHEF-C05FE_2020_EPI_ISL_420243	England
hCoV-19_England_SHEF-C060A_2020_EPI_ISL_420285	England
hCoV-19_England_SHEF-C0619_2020_EPI_ISL_420289	England
hCoV-19_England_SHEF-C0628_2020_EPI_ISL_420237	England
hCoV-19_England_SHEF-C0637_2020_EPI_ISL_420241	England
hCoV-19_England_SHEF-C0646_2020_EPI_ISL_420278	England
hCoV-19_England_SHEF-C0655_2020_EPI_ISL_420292	England
hCoV-19_England_SHEF-C0664_2020_EPI_ISL_420236	England
hCoV-19_England_SHEF-C0673_2020_EPI_ISL_420251	England
hCoV-19_England_SHEF-C0682_2020_EPI_ISL_420232	England
hCoV-19_England_SHEF-C0691_2020_EPI_ISL_420231	England
hCoV-19_England_SHEF-C06A0_2020_EPI_ISL_420280	England
hCoV-19_England_SHEF-C06BF_2020_EPI_ISL_420248	England
hCoV-19_England_SHEF-C06CE_2020_EPI_ISL_420245	England
hCoV-19_England_SHEF-C06DD_2020_EPI_ISL_420250	England
hCoV-19_England_SHEF-C06FB_2020_EPI_ISL_420264	England
hCoV-19_England_SHEF-C0707_2020_EPI_ISL_420270	England
