MT072688_1	Nepal
hCoV_19_Australia_VIC930_2020_EPI_ISL_427158	Australia
hCoV_19_Australia_VIC931_2020_EPI_ISL_427159	Australia
hCoV_19_Australia_VIC932_2020_EPI_ISL_427160	Australia
hCoV_19_Australia_VIC935_2020_EPI_ISL_430471	Australia
hCoV_19_Australia_VIC936_2020_EPI_ISL_430470	Australia
hCoV_19_Australia_VIC938_2020_EPI_ISL_430472	Australia
hCoV_19_Australia_VIC93_2020_EPI_ISL_419815	Australia
hCoV_19_Australia_VIC942_2020_EPI_ISL_430639	Australia
hCoV_19_Australia_VIC944_2020_EPI_ISL_430642	Australia
hCoV_19_Australia_VIC946_2020_EPI_ISL_430640	Australia
hCoV_19_Australia_VIC947_2020_EPI_ISL_430644	Australia
hCoV_19_Australia_VIC948_2020_EPI_ISL_430647	Australia
hCoV_19_Australia_VIC949_2020_EPI_ISL_430641	Australia
hCoV_19_Australia_VIC94_2020_EPI_ISL_419805	Australia
hCoV_19_Australia_VIC951_2020_EPI_ISL_430646	Australia
hCoV_19_Australia_VIC953_2020_EPI_ISL_430645	Australia
hCoV_19_Australia_VIC955_2020_EPI_ISL_430643	Australia
hCoV_19_Australia_VIC956_2020_EPI_ISL_430529	Australia
hCoV_19_Australia_VIC957_2020_EPI_ISL_430649	Australia
hCoV_19_Australia_VIC959_2020_EPI_ISL_430663	Australia
hCoV_19_Australia_VIC95_2020_EPI_ISL_419806	Australia
hCoV_19_Australia_VIC960_2020_EPI_ISL_430648	Australia
hCoV_19_Australia_VIC961_2020_EPI_ISL_430654	Australia
hCoV_19_Australia_VIC962_2020_EPI_ISL_430656	Australia
hCoV_19_Australia_VIC964_2020_EPI_ISL_430655	Australia
hCoV_19_Australia_VIC965_2020_EPI_ISL_430650	Australia
hCoV_19_Australia_VIC966_2020_EPI_ISL_430653	Australia
hCoV_19_Australia_VIC967_2020_EPI_ISL_430660	Australia
hCoV_19_Australia_VIC968_2020_EPI_ISL_430651	Australia
hCoV_19_Australia_VIC969_2020_EPI_ISL_430652	Australia
hCoV_19_Australia_VIC96_2020_EPI_ISL_419807	Australia
hCoV_19_Australia_VIC970_2020_EPI_ISL_430662	Australia
hCoV_19_Australia_VIC971_2020_EPI_ISL_430661	Australia
hCoV_19_Australia_VIC973_2020_EPI_ISL_430657	Australia
hCoV_19_Australia_VIC974_2020_EPI_ISL_430659	Australia
hCoV_19_Australia_VIC975_2020_EPI_ISL_430658	Australia
hCoV_19_Australia_VIC978_2020_EPI_ISL_430542	Australia
hCoV_19_Australia_VIC97_2020_EPI_ISL_419808	Australia
hCoV_19_Australia_VIC982_2020_EPI_ISL_430543	Australia
hCoV_19_Australia_VIC983_2020_EPI_ISL_430545	Australia
hCoV_19_Australia_VIC984_2020_EPI_ISL_430552	Australia
hCoV_19_Australia_VIC985_2020_EPI_ISL_430554	Australia
hCoV_19_Australia_VIC986_2020_EPI_ISL_430557	Australia
hCoV_19_Australia_VIC987_2020_EPI_ISL_430558	Australia
hCoV_19_Australia_VIC988_2020_EPI_ISL_430544	Australia
hCoV_19_Australia_VIC989_2020_EPI_ISL_430551	Australia
hCoV_19_Australia_VIC98_2020_EPI_ISL_419810	Australia
hCoV_19_Australia_VIC990_2020_EPI_ISL_430556	Australia
hCoV_19_Australia_VIC991_2020_EPI_ISL_430474	Australia
hCoV_19_Australia_VIC992_2020_EPI_ISL_430475	Australia
hCoV_19_Australia_VIC993_2020_EPI_ISL_430477	Australia
hCoV_19_Australia_VIC994_2020_EPI_ISL_430478	Australia
hCoV_19_Australia_VIC995_2020_EPI_ISL_430479	Australia
hCoV_19_Australia_VIC996_2020_EPI_ISL_430480	Australia
hCoV_19_Australia_VIC997_2020_EPI_ISL_430481	Australia
hCoV_19_Australia_VIC998_2020_EPI_ISL_430482	Australia
hCoV_19_Australia_VIC999_2020_EPI_ISL_430483	Australia
hCoV_19_Australia_VIC99_2020_EPI_ISL_419811	Australia
hCoV_19_Australia_WA01_2020_EPI_ISL_420531	Australia
hCoV_19_Australia_WA02_2020_EPI_ISL_420532	Australia
hCoV_19_Australia_WA03_2020__EPI_ISL_420533	Australia
hCoV_19_Australia_WA04_2020__EPI_ISL_420536	Australia
hCoV_19_Australia_WA06_2020_EPI_ISL_420534	Australia
hCoV_19_Australia_WA07_2020_EPI_ISL_420537	Australia
hCoV_19_Australia_WA09_2020_EPI_ISL_420538	Australia
hCoV_19_Australia_WA10_2020_EPI_ISL_420539	Australia
hCoV_19_Australia_WA11_202_EPI_ISL_420456	Australia
hCoV_19_Austria_CeMM0001_2020_EPI_ISL_419654	Austria
hCoV_19_Austria_CeMM0002_2020_EPI_ISL_419655	Austria
hCoV_19_Austria_CeMM0003_2020_EPI_ISL_419656	Austria
hCoV_19_Austria_CeMM0004_2020_EPI_ISL_419657	Austria
hCoV_19_Austria_CeMM0005_2020_EPI_ISL_419658	Austria
hCoV_19_Austria_CeMM0006_2020_EPI_ISL_419659	Austria
hCoV_19_Austria_CeMM0007_2020_EPI_ISL_419660	Austria
hCoV_19_Austria_CeMM0008_2020_EPI_ISL_419661	Austria
hCoV_19_Austria_CeMM0009_2020_EPI_ISL_419662	Austria
hCoV_19_Austria_CeMM0010_2020_EPI_ISL_419663	Austria
hCoV_19_Austria_CeMM0011_2020_EPI_ISL_419664	Austria
hCoV_19_Austria_CeMM0012_2020_EPI_ISL_419665	Austria
hCoV_19_Austria_CeMM0013_2020_EPI_ISL_419666	Austria
hCoV_19_Austria_CeMM0014_2020_EPI_ISL_419667	Austria
hCoV_19_Austria_CeMM0015_2020_EPI_ISL_419668	Austria
hCoV_19_Austria_CeMM0016_2020_EPI_ISL_419669	Austria
hCoV_19_Austria_CeMM0017_2020_EPI_ISL_419670	Austria
hCoV_19_Austria_CeMM0018_2020_EPI_ISL_419671	Austria
hCoV_19_Austria_CeMM0019_2020_EPI_ISL_419672	Austria
hCoV_19_Austria_CeMM0020_2020_EPI_ISL_419673	Austria
hCoV_19_Austria_CeMM0021_2020_EPI_ISL_419674	Austria
hCoV_19_Austria_CeMM0023_2020_EPI_ISL_437913_2020_03_09	Austria
hCoV_19_Austria_CeMM0024_2020_EPI_ISL_437914_2020_03_09	Austria
hCoV_19_Austria_CeMM0025_2020_EPI_ISL_437915_2020_03_09	Austria
hCoV_19_Austria_CeMM0026_2020_EPI_ISL_437916_2020_03_19	Austria
hCoV_19_Austria_CeMM0028_2020_EPI_ISL_437917_2020_03_09	Austria
hCoV_19_Austria_CeMM0029_2020_EPI_ISL_437918_2020_03_09	Austria
hCoV_19_Austria_CeMM0030_2020_EPI_ISL_437919_2020_03_09	Austria
hCoV_19_Austria_CeMM0031_2020_EPI_ISL_437920_2020_03_09	Austria
hCoV_19_Austria_CeMM0032_2020_EPI_ISL_437921_2020_03_12	Austria
hCoV_19_Austria_CeMM0033_2020_EPI_ISL_437922_2020_03_12	Austria
hCoV_19_Austria_CeMM0034_2020_EPI_ISL_437923_2020_03_10	Austria
hCoV_19_Austria_CeMM0035_2020_EPI_ISL_437924_2020_03_07	Austria
hCoV_19_Austria_CeMM0036_2020_EPI_ISL_437925_2020_03_09	Austria
hCoV_19_Austria_CeMM0037_2020_EPI_ISL_437926_2020_03_09	Austria
hCoV_19_Austria_CeMM0038_2020_EPI_ISL_437927_2020_03_09	Austria
hCoV_19_Austria_CeMM0039_2020_EPI_ISL_437928_2020_03_10	Austria
hCoV_19_Austria_CeMM0041_2020_EPI_ISL_437929_2020_03_05	Austria
hCoV_19_Austria_CeMM0042_2020_EPI_ISL_437930_2020_03_09	Austria
hCoV_19_Austria_CeMM0043_2020_EPI_ISL_437931_2020_03_09	Austria
hCoV_19_Austria_CeMM0045_2020_EPI_ISL_437932_2020_02_24	Austria
hCoV_19_Austria_CeMM0047_2020_EPI_ISL_437933_2020_03_25	Austria
hCoV_19_Austria_CeMM0048_2020_EPI_ISL_437934_2020_03_25	Austria
hCoV_19_Austria_CeMM0052_2020_EPI_ISL_437935_2020_03_30	Austria
hCoV_19_Austria_CeMM0053_2020_EPI_ISL_437936_2020_03_30	Austria
hCoV_19_Austria_CeMM0055_2020_EPI_ISL_437937_2020_03_27	Austria
hCoV_19_Austria_CeMM0058_2020_EPI_ISL_437938_2020_04_03	Austria
hCoV_19_Austria_CeMM0067_2020_EPI_ISL_437939_2020_04_06	Austria
hCoV_19_Austria_CeMM0068_2020_EPI_ISL_437940_2020_03_12	Austria
hCoV_19_Austria_CeMM0071_2020_EPI_ISL_437941_2020_03_11	Austria
hCoV_19_Austria_CeMM0073_2020_EPI_ISL_437942_2020_03_11	Austria
hCoV_19_Austria_CeMM0074_2020_EPI_ISL_437943_2020_03_17	Austria
hCoV_19_Austria_CeMM0076_2020_EPI_ISL_437944_2020_03_17	Austria
hCoV_19_Austria_CeMM0077_2020_EPI_ISL_437945_2020_03_17	Austria
hCoV_19_Austria_CeMM0078_2020_EPI_ISL_437946_2020_03_24	Austria
hCoV_19_Austria_CeMM0080_2020_EPI_ISL_437947_2020_03_24	Austria
hCoV_19_Austria_CeMM0083_2020_EPI_ISL_437948_2020_03_24	Austria
hCoV_19_Austria_CeMM0084_2020_EPI_ISL_437949_2020_03_24	Austria
hCoV_19_Austria_CeMM0086_2020_EPI_ISL_437950_2020_03_24	Austria
hCoV_19_Austria_CeMM0088_2020_EPI_ISL_437951_2020_03_24	Austria
hCoV_19_Austria_CeMM0089_2020_EPI_ISL_437952_2020_03_24	Austria
hCoV_19_Austria_CeMM0090_2020_EPI_ISL_437953_2020_03_25	Austria
hCoV_19_Austria_CeMM0091_2020_EPI_ISL_437954_2020_03_25	Austria
hCoV_19_Austria_CeMM0094_2020_EPI_ISL_437955_2020_03_23	Austria
hCoV_19_Austria_CeMM0095_2020_EPI_ISL_437956_2020_03_23	Austria
hCoV_19_Austria_CeMM0096_2020_EPI_ISL_437957_2020_03_23	Austria
hCoV_19_Austria_CeMM0097_2020_EPI_ISL_437958_2020_03_23	Austria
hCoV_19_Austria_CeMM0098_2020_EPI_ISL_437959_2020_03_20	Austria
hCoV_19_Austria_CeMM0099_2020_EPI_ISL_437960_2020_03_20	Austria
hCoV_19_Austria_CeMM0100_2020_EPI_ISL_437961_2020_03_20	Austria
hCoV_19_Austria_CeMM0101_2020_EPI_ISL_437962_2020_03_20	Austria
hCoV_19_Austria_CeMM0102_2020_EPI_ISL_437963_2020_03_19	Austria
hCoV_19_Austria_CeMM0103_2020_EPI_ISL_437964_2020_03_19	Austria
hCoV_19_Austria_CeMM0104_2020_EPI_ISL_437965_2020_03_19	Austria
hCoV_19_Austria_CeMM0106_2020_EPI_ISL_437966_2020_03_18	Austria
hCoV_19_Austria_CeMM0108_2020_EPI_ISL_437967_2020_03_13	Austria
hCoV_19_Austria_CeMM0109_2020_EPI_ISL_437968_2020_03_12	Austria
hCoV_19_Austria_CeMM0111_2020_EPI_ISL_437969_2020_03_12	Austria
hCoV_19_Austria_CeMM0112_2020_EPI_ISL_437970_2020_03_17	Austria
hCoV_19_Austria_CeMM0113_2020_EPI_ISL_437971_2020_03_18	Austria
hCoV_19_Austria_CeMM0114_2020_EPI_ISL_437972_2020_03_18	Austria
hCoV_19_Austria_CeMM0115_2020_EPI_ISL_437973_2020_03_18	Austria
hCoV_19_Austria_CeMM0116_2020_EPI_ISL_437974_2020_03_10	Austria
hCoV_19_Austria_CeMM0117_2020_EPI_ISL_437975_2020_03_13	Austria
hCoV_19_Austria_CeMM0119_2020_EPI_ISL_437976_2020_03_11	Austria
hCoV_19_Austria_CeMM0120_2020_EPI_ISL_437977_2020_03_15	Austria
hCoV_19_Austria_CeMM0121_2020_EPI_ISL_437978_2020_03_11	Austria
hCoV_19_Austria_CeMM0123_2020_EPI_ISL_437979_2020_03_11	Austria
hCoV_19_Austria_CeMM0124_2020_EPI_ISL_437980_2020_03_11	Austria
hCoV_19_Austria_CeMM0125_2020_EPI_ISL_437981_2020_03_11	Austria
hCoV_19_Austria_CeMM0126_2020_EPI_ISL_437982_2020_03_11	Austria
hCoV_19_Austria_CeMM0127_2020_EPI_ISL_437983_2020_03_11	Austria
hCoV_19_Austria_CeMM0128_2020_EPI_ISL_437984_2020_03_11	Austria
hCoV_19_Austria_CeMM0132_2020_EPI_ISL_437985_2020_03_13	Austria
hCoV_19_Austria_CeMM0133_2020_EPI_ISL_437986_2020_03_13	Austria
hCoV_19_Austria_CeMM0134_2020_EPI_ISL_437987_2020_03_13	Austria
hCoV_19_Austria_CeMM0135_2020_EPI_ISL_437988_2020_03_13	Austria
hCoV_19_Austria_CeMM0136_2020_EPI_ISL_437989_2020_03_13	Austria
hCoV_19_Austria_CeMM0137_2020_EPI_ISL_437990_2020_03_13	Austria
hCoV_19_Austria_CeMM0139_2020_EPI_ISL_437991_2020_03_13	Austria
hCoV_19_Austria_CeMM0140_2020_EPI_ISL_437992_2020_03_13	Austria
hCoV_19_Austria_CeMM0143_2020_EPI_ISL_437993_2020_02_27	Austria
hCoV_19_Austria_CeMM0146_2020_EPI_ISL_437994_2020_02_28	Austria
hCoV_19_Austria_CeMM0147_2020_EPI_ISL_437995_2020_02_28	Austria
hCoV_19_Austria_CeMM0148_2020_EPI_ISL_437996_2020_03_02	Austria
hCoV_19_Austria_CeMM0149_2020_EPI_ISL_437997_2020_03_03	Austria
hCoV_19_Austria_CeMM0150_2020_EPI_ISL_437998_2020_03_03	Austria
hCoV_19_Austria_CeMM0153_2020_EPI_ISL_437999_2020_03_03	Austria
hCoV_19_Austria_CeMM0154_2020_EPI_ISL_438000_2020_03_03	Austria
hCoV_19_Austria_CeMM0155_2020_EPI_ISL_438001_2020_03_03	Austria
hCoV_19_Austria_CeMM0156_2020_EPI_ISL_438002_2020_03_03	Austria
hCoV_19_Austria_CeMM0157_2020_EPI_ISL_438003_2020_03_04	Austria
hCoV_19_Austria_CeMM0158_2020_EPI_ISL_438004_2020_03_04	Austria
hCoV_19_Austria_CeMM0159_2020_EPI_ISL_438005_2020_03_04	Austria
hCoV_19_Austria_CeMM0160_2020_EPI_ISL_438006_2020_03_04	Austria
hCoV_19_Austria_CeMM0161_2020_EPI_ISL_438007_2020_03_05	Austria
hCoV_19_Austria_CeMM0162_2020_EPI_ISL_438008_2020_03_05	Austria
hCoV_19_Austria_CeMM0163_2020_EPI_ISL_438009_2020_03_06	Austria
hCoV_19_Austria_CeMM0165_2020_EPI_ISL_438010_2020_03_06	Austria
hCoV_19_Austria_CeMM0166_2020_EPI_ISL_438011_2020_03_06	Austria
hCoV_19_Austria_CeMM0167_2020_EPI_ISL_438012_2020_03_06	Austria
hCoV_19_Austria_CeMM0168_2020_EPI_ISL_438013_2020_03_07	Austria
hCoV_19_Austria_CeMM0169_2020_EPI_ISL_438014_2020_03_07	Austria
hCoV_19_Austria_CeMM0170_2020_EPI_ISL_438015_2020_03_07	Austria
hCoV_19_Austria_CeMM0171_2020_EPI_ISL_438016_2020_03_07	Austria
hCoV_19_Austria_CeMM0172_2020_EPI_ISL_438017_2020_03_07	Austria
hCoV_19_Austria_CeMM0175_2020_EPI_ISL_438018_2020_03_08	Austria
hCoV_19_Austria_CeMM0176_2020_EPI_ISL_438019_2020_03_08	Austria
hCoV_19_Austria_CeMM0177_2020_EPI_ISL_438020_2020_03_08	Austria
hCoV_19_Austria_CeMM0178_2020_EPI_ISL_438021_2020_03_08	Austria
hCoV_19_Austria_CeMM0180_2020_EPI_ISL_438022_2020_03_09	Austria
hCoV_19_Austria_CeMM0181_2020_EPI_ISL_438023_2020_03_09	Austria
hCoV_19_Austria_CeMM0182_2020_EPI_ISL_438024_2020_03_09	Austria
hCoV_19_Austria_CeMM0183_2020_EPI_ISL_438025_2020_03_10	Austria
hCoV_19_Austria_CeMM0184_2020_EPI_ISL_438026_2020_03_11	Austria
hCoV_19_Austria_CeMM0185_2020_EPI_ISL_438027_2020_03_11	Austria
hCoV_19_Austria_CeMM0186_2020_EPI_ISL_438028_2020_03_11	Austria
hCoV_19_Austria_CeMM0188_2020_EPI_ISL_438029_2020_03_13	Austria
hCoV_19_Austria_CeMM0189_2020_EPI_ISL_438030_2020_03_13	Austria
hCoV_19_Austria_CeMM0190_2020_EPI_ISL_438031_2020_03_13	Austria
hCoV_19_Austria_CeMM0191_2020_EPI_ISL_438032_2020_03_13	Austria
hCoV_19_Austria_CeMM0192_2020_EPI_ISL_438033_2020_03_13	Austria
hCoV_19_Austria_CeMM0193_2020_EPI_ISL_438034_2020_03_14	Austria
hCoV_19_Austria_CeMM0194_2020_EPI_ISL_438035_2020_03_14	Austria
hCoV_19_Austria_CeMM0195_2020_EPI_ISL_438036_2020_03_14	Austria
hCoV_19_Austria_CeMM0196_2020_EPI_ISL_438037_2020_03_14	Austria
hCoV_19_Austria_CeMM0197_2020_EPI_ISL_438038_2020_03_14	Austria
hCoV_19_Austria_CeMM0198_2020_EPI_ISL_438039_2020_03_14	Austria
hCoV_19_Austria_CeMM0199_2020_EPI_ISL_438040_2020_03_15	Austria
hCoV_19_Austria_CeMM0200_2020_EPI_ISL_438041_2020_03_15	Austria
hCoV_19_Austria_CeMM0201_2020_EPI_ISL_438042_2020_03_15	Austria
hCoV_19_Austria_CeMM0204_2020_EPI_ISL_438043_2020_03_15	Austria
hCoV_19_Austria_CeMM0205_2020_EPI_ISL_438044_2020_03_15	Austria
hCoV_19_Austria_CeMM0206_2020_EPI_ISL_438045_2020_03_15	Austria
hCoV_19_Austria_CeMM0209_2020_EPI_ISL_438046_2020_03_16	Austria
hCoV_19_Austria_CeMM0210_2020_EPI_ISL_438047_2020_03_16	Austria
hCoV_19_Austria_CeMM0212_2020_EPI_ISL_438048_2020_03_16	Austria
hCoV_19_Austria_CeMM0213_2020_EPI_ISL_438049_2020_03_16	Austria
hCoV_19_Austria_CeMM0216_2020_EPI_ISL_438050_2020_03_16	Austria
hCoV_19_Austria_CeMM0217_2020_EPI_ISL_438051_2020_03_16	Austria
hCoV_19_Austria_CeMM0218_2020_EPI_ISL_438052_2020_03_16	Austria
hCoV_19_Austria_CeMM0219_2020_EPI_ISL_438053_2020_03_16	Austria
hCoV_19_Austria_CeMM0220_2020_EPI_ISL_438054_2020_03_16	Austria
hCoV_19_Austria_CeMM0221_2020_EPI_ISL_438055_2020_03_16	Austria
hCoV_19_Austria_CeMM0222_2020_EPI_ISL_438056_2020_03_17	Austria
hCoV_19_Austria_CeMM0223_2020_EPI_ISL_438057_2020_03_17	Austria
hCoV_19_Austria_CeMM0224_2020_EPI_ISL_438058_2020_03_17	Austria
hCoV_19_Austria_CeMM0225_2020_EPI_ISL_438059_2020_03_17	Austria
hCoV_19_Austria_CeMM0226_2020_EPI_ISL_438060_2020_03_17	Austria
hCoV_19_Austria_CeMM0228_2020_EPI_ISL_438061_2020_03_18	Austria
hCoV_19_Austria_CeMM0229_2020_EPI_ISL_438062_2020_03_18	Austria
hCoV_19_Austria_CeMM0230_2020_EPI_ISL_438063_2020_03_18	Austria
hCoV_19_Austria_CeMM0232_2020_EPI_ISL_438064_2020_03_18	Austria
hCoV_19_Austria_CeMM0233_2020_EPI_ISL_438065_2020_03_18	Austria
hCoV_19_Austria_CeMM0235_2020_EPI_ISL_438066_2020_03_19	Austria
hCoV_19_Austria_CeMM0237_2020_EPI_ISL_438067_2020_03_19	Austria
hCoV_19_Austria_CeMM0238_2020_EPI_ISL_438068_2020_03_19	Austria
hCoV_19_Austria_CeMM0239_2020_EPI_ISL_438069_2020_03_19	Austria
hCoV_19_Austria_CeMM0240_2020_EPI_ISL_438070_2020_03_20	Austria
hCoV_19_Austria_CeMM0241_2020_EPI_ISL_438071_2020_03_20	Austria
hCoV_19_Austria_CeMM0242_2020_EPI_ISL_438072_2020_03_20	Austria
hCoV_19_Austria_CeMM0243_2020_EPI_ISL_438073_2020_03_20	Austria
hCoV_19_Austria_CeMM0244_2020_EPI_ISL_438074_2020_03_20	Austria
hCoV_19_Austria_CeMM0245_2020_EPI_ISL_438075_2020_03_20	Austria
hCoV_19_Austria_CeMM0246_2020_EPI_ISL_438076_2020_03_21	Austria
hCoV_19_Austria_CeMM0247_2020_EPI_ISL_438077_2020_03_21	Austria
hCoV_19_Austria_CeMM0248_2020_EPI_ISL_438078_2020_03_21	Austria
hCoV_19_Austria_CeMM0249_2020_EPI_ISL_438079_2020_03_21	Austria
hCoV_19_Austria_CeMM0250_2020_EPI_ISL_438080_2020_03_21	Austria
hCoV_19_Austria_CeMM0251_2020_EPI_ISL_438081_2020_03_21	Austria
hCoV_19_Austria_CeMM0252_2020_EPI_ISL_438082_2020_03_21	Austria
hCoV_19_Austria_CeMM0254_2020_EPI_ISL_438083_2020_03_22	Austria
hCoV_19_Austria_CeMM0255_2020_EPI_ISL_438084_2020_03_22	Austria
hCoV_19_Austria_CeMM0256_2020_EPI_ISL_438085_2020_03_22	Austria
hCoV_19_Austria_CeMM0257_2020_EPI_ISL_438086_2020_03_22	Austria
hCoV_19_Austria_CeMM0258_2020_EPI_ISL_438087_2020_03_22	Austria
hCoV_19_Austria_CeMM0259_2020_EPI_ISL_438088_2020_03_23	Austria
hCoV_19_Austria_CeMM0260_2020_EPI_ISL_438089_2020_03_23	Austria
hCoV_19_Austria_CeMM0261_2020_EPI_ISL_438090_2020_03_23	Austria
hCoV_19_Austria_CeMM0262_2020_EPI_ISL_438091_2020_03_23	Austria
hCoV_19_Austria_CeMM0263_2020_EPI_ISL_438092_2020_03_23	Austria
hCoV_19_Austria_CeMM0264_2020_EPI_ISL_438093_2020_03_23	Austria
hCoV_19_Austria_CeMM0265_2020_EPI_ISL_438094_2020_03_23	Austria
hCoV_19_Austria_CeMM0266_2020_EPI_ISL_438095_2020_03_24	Austria
hCoV_19_Austria_CeMM0267_2020_EPI_ISL_438096_2020_03_24	Austria
hCoV_19_Austria_CeMM0269_2020_EPI_ISL_438097_2020_03_24	Austria
hCoV_19_Austria_CeMM0271_2020_EPI_ISL_438098_2020_03_24	Austria
hCoV_19_Austria_CeMM0272_2020_EPI_ISL_438099_2020_03_24	Austria
hCoV_19_Austria_CeMM0273_2020_EPI_ISL_438100_2020_03_24	Austria
hCoV_19_Austria_CeMM0274_2020_EPI_ISL_438101_2020_03_24	Austria
hCoV_19_Austria_CeMM0275_2020_EPI_ISL_438102_2020_03_24	Austria
hCoV_19_Austria_CeMM0276_2020_EPI_ISL_438103_2020_03_25	Austria
hCoV_19_Austria_CeMM0277_2020_EPI_ISL_438104_2020_03_25	Austria
hCoV_19_Austria_CeMM0278_2020_EPI_ISL_438105_2020_03_25	Austria
hCoV_19_Austria_CeMM0279_2020_EPI_ISL_438106_2020_03_25	Austria
hCoV_19_Austria_CeMM0280_2020_EPI_ISL_438107_2020_03_25	Austria
hCoV_19_Austria_CeMM0281_2020_EPI_ISL_438108_2020_03_25	Austria
hCoV_19_Austria_CeMM0283_2020_EPI_ISL_438109_2020_03_25	Austria
hCoV_19_Austria_CeMM0284_2020_EPI_ISL_438110_2020_03_26	Austria
hCoV_19_Austria_CeMM0285_2020_EPI_ISL_438111_2020_03_26	Austria
hCoV_19_Austria_CeMM0287_2020_EPI_ISL_438112_2020_03_26	Austria
hCoV_19_Austria_CeMM0288_2020_EPI_ISL_438113_2020_03_26	Austria
hCoV_19_Austria_CeMM0290_2020_EPI_ISL_438114_2020_03_27	Austria
hCoV_19_Austria_CeMM0291_2020_EPI_ISL_438115_2020_03_27	Austria
hCoV_19_Austria_CeMM0292_2020_EPI_ISL_438116_2020_03_27	Austria
hCoV_19_Austria_CeMM0294_2020_EPI_ISL_438117_2020_03_27	Austria
hCoV_19_Austria_CeMM0295_2020_EPI_ISL_438118_2020_03_27	Austria
hCoV_19_Austria_CeMM0296_2020_EPI_ISL_438119_2020_03_27	Austria
hCoV_19_Austria_CeMM0357_2020_EPI_ISL_438120_2020_03_19	Austria
hCoV_19_Austria_CeMM0358_2020_EPI_ISL_438121_2020_03_31	Austria
hCoV_19_Austria_CeMM0359_2020_EPI_ISL_438122_2020_04_02	Austria
hCoV_19_Austria_CeMM0360_2020_EPI_ISL_438123_2020_04_05	Austria
hCoV_19_Austria_CeMM0361_2020_EPI_ISL_438124_2020_03_22	Austria
hCoV_19_Austria_CeMM0362_2020_EPI_ISL_438125_2020_03_30	Austria
hCoV_19_Austria_CeMM0363_2020_EPI_ISL_438126_2020_04_02	Austria
hCoV_19_Austria_CeMM0364_2020_EPI_ISL_438127_2020_04_05	Austria
hCoV_19_Austria_CeMM0365_2020_EPI_ISL_438128_2020_04_07	Austria
hCoV_19_Austria_Graz_MUG11_2020_EPI_ISL_437300_2020_04_14	Austria
hCoV_19_Austria_Graz_MUG15_2020_EPI_ISL_437301_2020_04_17	Austria
hCoV_19_Austria_Graz_MUG16_2020_EPI_ISL_437302_2020_04_17	Austria
hCoV_19_Austria_Graz_MUG17_2020_EPI_ISL_437303_2020_04_17	Austria
hCoV_19_Austria_Graz_MUG1_2020_EPI_ISL_437197_2020_03_24	Austria
hCoV_19_Austria_Graz_MUG2_2020_EPI_ISL_437198_2020_03_27	Austria
hCoV_19_Austria_Graz_MUG3_2020_EPI_ISL_437199_2020_03_31	Austria
hCoV_19_Austria_Graz_MUG4_2020_EPI_ISL_437200_2020_03_31	Austria
hCoV_19_Austria_Graz_MUG5_2020_EPI_ISL_437201_2020_04_02	Austria
hCoV_19_Austria_Graz_MUG6_2020_EPI_ISL_437202_2020_04_03	Austria
hCoV_19_Austria_Graz_MUG7_2020_EPI_ISL_437203_2020_04_06	Austria
hCoV_19_Austria_Graz_MUG8_2020_EPI_ISL_437298_2020_04_08	Austria
hCoV_19_Austria_Graz_MUG9_2020_EPI_ISL_437299_2020_04_09	Austria
hCoV_19_Bangladesh_CHRF_nCOV19_0001_2020_EPI_ISL_437912_2020_04_18	Bangladesh
hCoV_19_Beijing_105_2020_EPI_ISL_413518	China
hCoV_19_Beijing_231_2020_EPI_ISL_413519	China
hCoV_19_Beijing_233_2020_EPI_ISL_413520	China
hCoV_19_Beijing_235_2020_EPI_ISL_413521	China
hCoV_19_Beijing_BJ1112_2020_EPI_ISL_430737	China
hCoV_19_Beijing_BJ243_2020_EPI_ISL_430732	China
hCoV_19_Beijing_BJ2452_2020_EPI_ISL_430743	China
hCoV_19_Beijing_BJ2454_2020_EPI_ISL_430744	China
hCoV_19_Beijing_BJ2456_2020_EPI_ISL_430745	China
hCoV_19_Beijing_BJ2460_2020_EPI_ISL_430746	China
hCoV_19_Beijing_BJ251_2020_EPI_ISL_430742	China
hCoV_19_Beijing_BJ252_2020_EPI_ISL_430736	China
hCoV_19_Beijing_BJ287_2020_EPI_ISL_430722	China
hCoV_19_Beijing_BJ288_2020_EPI_ISL_430725	China
hCoV_19_Beijing_BJ390_2020_EPI_ISL_430730	China
hCoV_19_Beijing_BJ414_2020_EPI_ISL_430727	China
hCoV_19_Beijing_BJ416_2020_EPI_ISL_430723	China
hCoV_19_Beijing_BJ492_2020_EPI_ISL_430728	China
hCoV_19_Beijing_BJ53_2020_EPI_ISL_430734	China
hCoV_19_Beijing_BJ54_2020_EPI_ISL_430735	China
hCoV_19_Beijing_BJ556_2020_EPI_ISL_430733	China
hCoV_19_Beijing_BJ561_2020_EPI_ISL_430731	China
hCoV_19_Beijing_BJ589_2020_EPI_ISL_430738	China
hCoV_19_Beijing_BJ625_2020_EPI_ISL_430739	China
hCoV_19_Beijing_BJ705_2020_EPI_ISL_430726	China
hCoV_19_Beijing_BJ709_2020_EPI_ISL_430729	China
hCoV_19_Beijing_BJ710_2020_EPI_ISL_430740	China
hCoV_19_Beijing_BJ752_2020_EPI_ISL_430724	China
hCoV_19_Beijing_BJ782_2020_EPI_ISL_430741	China
hCoV_19_Beijing_IVDC_BJ_005_2020_EPI_ISL_408485	China
hCoV_19_Beijing_Wuhan_IME_BJ01_2020_EPI_ISL_424355	China
